id,registrationId,疾患名,疾患略語,手法,調査種別,対象者種別,専門,実績数,問合せのみ,対象条件,薬剤,リクルート実施,モデレーター,クライアント,エンドクライアント,PJ番号,実施年月,登録担当,登録日
206,20251023-0206,急性骨髄性白血病/胆管細胞がん,"Acute Myeloid Leukemia, AML/Cholangiocarcinoma, CCA",IDI,定性,医師,腫瘍内科,2,FALSE,過去3ヶ月に急性骨髄性白血病患者を10人以上、肝・胆道がん患者を2人以上、肝内胆管がんと肝外胆管がん患者を合計で1人以上診療,,キャンドゥ,米村 雅之,The Link Group,,V06039167,2021/8/1,大塚,
207,20251023-0207,腹膜透析,"Peritoneal Dialysis, PD",IDI,定性,医師,腎臓内科,6,FALSE,自身で管理している透析患者が10人以上、腹膜透析が5人以上,,キャンドゥ,,The Link Group,,V06071167,2021/11/1,大塚,
209,20251023-0209,糖尿病,Diabetes,IDI,定性,医師,糖尿病科,6,FALSE,1ヶ月に糖尿病患者（1型2型どちらでも）を一般内科医は50人以上、内分泌科/ 糖尿病科: 80人以上診療,,キャンドゥ,王子麻美,The Link Group,,V04054167,2021/5/1,大塚,
210,20251023-0210,糖尿病,Diabetes,IDI,定性,医師,内科,1,FALSE,1ヶ月に糖尿病患者（1型2型どちらでも）を一般内科医は50人以上、内分泌科/ 糖尿病科: 80人以上診療,,キャンドゥ,王子麻美,The Link Group,,V04054167,2021/5/1,大塚,
211,20251023-0211,糖尿病,Diabetes,IDI,定性,医師,かかりつけ医・一般内科,1,FALSE,1ヶ月に糖尿病患者（1型2型どちらでも）を一般内科医は50人以上、内分泌科/ 糖尿病科: 80人以上診療,,キャンドゥ,王子麻美,The Link Group,,V04054167,2021/5/1,大塚,
212,20251023-0212,アトピー性皮膚炎,Atopic Dermatitis,IDI,定性,医師,皮膚科医,30,FALSE,1ヶ月に50人以上の患者を診療,,キャンドゥ,斉藤靖雄,The Link Group,,V05061167/V5062167/V05063167,2021/7/1,大塚,
213,20251023-0213,脂質異常症,PAD,IDI,定性,医師,血管外科・心臓血管外科,3,FALSE,1ヶ月に脂質異常症患者を30人以上、末梢動脈疾患患者を10人以上診療,,キャンドゥ,王子麻美,The Link Group,,V06035167,2021/8/1,大塚,
214,20251023-0214,脂質異常症,PAD,IDI,定性,医師,循環器内科,5,FALSE,1ヶ月に脂質異常症患者を30人以上、末梢動脈疾患患者を10人以上診療,,キャンドゥ,王子麻美,The Link Group,,V06035167,2021/8/1,大塚,
215,20251023-0215,乳がん,Breast cancer,IDI,定性,医師,腫瘍内科,3,FALSE,ホルモン受容体陽性HER2陰性 (HR陽性HER2陰性) の乳癌患者のうち、過去3ヶ月間に診療したステージ4の患者が10人以上,,キャンドゥ,米村雅之・木藤絵里,The Link Group,,V03032167,2021/5/1,大塚,
216,20251023-0216,乳がん,Breast cancer,IDI,定性,医師,乳腺外科・内分泌外科,9,FALSE,ホルモン受容体陽性HER2陰性 (HR陽性HER2陰性) の乳癌患者のうち、過去3ヶ月間に診療したステージ4の患者が10人以上,,キャンドゥ,木藤絵里,The Link Group,,V03032167,2021/5/1,大塚,
217,20251023-0217,慢性腎不全,"Chronic Kidney Disease, CKD",IDI,定性,医師,循環器内科・心臓外科,9,FALSE,1ヶ月に30人以上の腎機能障害患者を診療する腎臓内科医、または、心不全（すべてのタイプ）の患者を月に30人以上診療する循環器専門医,,キャンドゥ,斉藤靖雄,The Link Group,,V03028167,2021/4/1,大塚,
218,20251023-0218,慢性腎不全,"Chronic Kidney Disease, CKD",IDI,定性,医師,腎臓内科,11,FALSE,1ヶ月に30人以上の腎機能障害患者を診療する腎臓内科医、または、心不全（すべてのタイプ）の患者を月に30人以上診療する循環器専門医,,キャンドゥ,斉藤靖雄,The Link Group,,V03028167,2021/4/1,大塚,
219,20251023-0219,肥満症,Obesity,IDI,定性,医師,糖尿病科,3,FALSE,1ヶ月に100人以上の成人患者（18歳以上）を診療,,キャンドゥ,坂本麗⾐,The Link Group,,V03040167,2021/5/1,大塚,
220,20251023-0220,肥満症,Obesity,IDI,定性,医師,一般内科,2,FALSE,1ヶ月に100人以上の成人患者（18歳以上）を診療,,キャンドゥ,坂本麗⾐,The Link Group,,V03040167,2021/5/1,大塚,
221,20251023-0221,肥満症,Obesity,IDI,定性,医師,産婦人科・婦人科,2,FALSE,1ヶ月に100人以上の成人患者（18歳以上）を診療,,キャンドゥ,坂本麗⾐,The Link Group,,V03040167,2021/5/1,大塚,
222,20251023-0222,肥満症,Obesity,IDI,定性,医師,消化器科,3,FALSE,1ヶ月に100人以上の成人患者（18歳以上）を診療,,キャンドゥ,坂本麗⾐,The Link Group,,V03040167,2021/5/1,大塚,
223,20251023-0223,2型糖尿病,T2D,IDI,定性,患者,,10,FALSE,年齢25～70歳で6ヶ月より前に2型糖尿病と診断された,,アスマーク,国吉尚子,Escalent,,Y12007255,2025/1/1,大塚,
224,20251023-0224,プレクリニカルアルツハイマー病,Preclinical Alzheimer’s Disease,IDI,定性,患者,,11,FALSE,55～80歳の前臨床と分類され認知機能低下の徴候や症状がなく記憶力／思考力の健康に関する検査や薬物療法に前向きでアルツハイマーの家族歴がある,,アスマーク,国吉尚子,Escalent,,Y02077167,2024/7/1,大塚,
225,20251023-0225,2型糖尿病,T2D,IDI,定性,患者,,10,FALSE,25～70歳で6ヶ月より前に2型糖尿病と診断され現在注射薬を使用しておらず基礎インスリンまたは食事前に投与するインスリンを使用したことがない 患者,,アスマーク,国吉尚子,Escalent,,Y05004167,2024/6/1,大塚,
226,20251023-0226,肥満症,Obesity,IDI,定性,患者,,12,FALSE,18~79歳で自分の体重が将来の健康に影響を与える可能性を多少～非常に心配しているBMI 27-39.9、かつ肥満症関連疾患(ORC)がある人,,アスマーク,,Escalent,,X12003167,2024/4/1,大塚,
227,20251023-0227,肥満症,Obesity,IDI,定性,医師,内科,1,FALSE,一ヶ月に糖尿病と診断されていない肥満症、または減量目的の患者を内分泌代謝科専門医と糖尿病専門医で30人以上、かかりつけ医と循環器内科医で15人以上診療,,キャンドゥ,松江曜兆,Escalent,,X12002167,2024/3/1,大塚,
228,20251023-0228,肥満症,Obesity,IDI,定性,医師,循環器内科,2,FALSE,一ヶ月に糖尿病と診断されていない肥満症、または減量目的の患者を内分泌代謝科専門医と糖尿病専門医で30人以上、かかりつけ医と循環器内科医で15人以上診療,,キャンドゥ,松江曜兆,Escalent,,X12002167,2024/3/1,大塚,
229,20251023-0229,肥満症,Obesity,IDI,定性,医師,糖尿病専門医,3,FALSE,一ヶ月に糖尿病と診断されていない肥満症、または減量目的の患者を内分泌代謝科専門医と糖尿病専門医で30人以上、かかりつけ医と循環器内科医で15人以上診療,,キャンドゥ,松江曜兆,Escalent,,X12002167,2024/3/1,大塚,
230,20251023-0230,肥満症,Obesity,IDI,定性,医師,内分泌代謝専門医,3,FALSE,一ヶ月に糖尿病と診断されていない肥満症、または減量目的の患者を内分泌代謝科専門医と糖尿病専門医で30人以上、かかりつけ医と循環器内科医で15人以上診療,,キャンドゥ,松江曜兆,Escalent,,X12002167,2024/3/1,大塚,
231,20251023-0231,肥満症,Obesity,IDI,定性,医師,総合診療医/かかりつけ医(一般診療医)/プライマリケア医,2,FALSE,一ヶ月に糖尿病と診断されていない肥満症、または減量目的の患者を内分泌代謝科専門医と糖尿病専門医で30人以上、かかりつけ医と循環器内科医で15人以上診療,,キャンドゥ,松江曜兆,Escalent,,X12002167,2024/3/1,大塚,
232,20251023-0232,アルツハイマー型認知症／軽度認知障害,"Alzheimer's Disease, AD/MCI",IDI,定性,患者,,4,FALSE,60~75歳で記憶力と思考力のための薬物療法に少なくとも「ある程度」前向きである MCIまたは軽度ADと診断されている過去2年間に医師を受診した患者,,アスマーク,,Escalent,,X04034167,2024/3/1,大塚,
233,20251023-0233,アルツハイマー型認知症／軽度認知障害,"Alzheimer's Disease, AD/MCI",IDI,定性,患者,,3,FALSE,55~80歳でアルツハイマー型認知症または軽度認知障害と診断されている,,アスマーク,国吉尚子,Escalent,,X04033167,2023/10/1,大塚,
234,20251023-0234,転移性前立腺がん,Metastatic Prostate Cancer,IDI,定性,患者,,12,FALSE,40～75歳で転移性前立腺がんと診断されている,,アスマーク/3Hメディソリューション,,Escalent,,H21P129,2022/12/1,大塚,
235,20251023-0235,肥満症,Obesity,IDI,定性,医師,,12,FALSE,１ヶ月に肥満症患者を25人以上診療,,キャンドゥ,国吉尚子,Escalent,,H21P128,2022/8/1,大塚,
236,20251023-0236,住環境における快適性,Consumer expectations of comfort at home,IDI,定性,その他（消費者）,,15,FALSE,世帯収入が中央値から上の25歳から65歳の男女で家電製品購入の意思決定者,,,坂本麗⾐,Escalent,,W06032167,2022/6/1,大塚,
237,20251023-0237,尋常性乾癬,Plaque psoriasis,IDI,定性,医師,皮膚科,8,FALSE,1ヶ月に40人以上の尋常性乾癬患者を診療,,,坂本麗⾐,Escalent,,H21P113,2022/6/1,大塚,
238,20251023-0238,腫瘍,Tumor,IDI,定性,医師,腫瘍内科,3,FALSE,過去１ヶ月に膵癌治療医は７人以上の膵癌患を、大腸癌治療は、2人以上の大腸癌患者を、卵巣癌治療医は、4人以上の卵巣癌患者を、肉腫治療医は、2人以上の肉腫患者を診療,,キャンドゥ,,Escalent,,H21P052,2021/8/1,大塚,
239,20251023-0239,腫瘍,Tumor,IDI,定性,医師,婦人科,4,FALSE,過去１ヶ月に膵癌治療医は７人以上の膵癌患を、大腸癌治療は、2人以上の大腸癌患者を、卵巣癌治療医は、4人以上の卵巣癌患者を、肉腫治療医は、2人以上の肉腫患者を診療,,キャンドゥ,,Escalent,,H21P052,2021/8/1,大塚,
240,20251023-0240,腫瘍,Tumor,IDI,定性,医師,肝胆膵外科/内科,1,FALSE,過去１ヶ月に膵癌治療医は７人以上の膵癌患を、大腸癌治療は、2人以上の大腸癌患者を、卵巣癌治療医は、4人以上の卵巣癌患者を、肉腫治療医は、2人以上の肉腫患者を診療,,キャンドゥ,,Escalent,,H21P052,2021/8/1,大塚,
241,20251023-0241,腫瘍,Tumor,IDI,定性,医師,整形外科,2,FALSE,過去１ヶ月に膵癌治療医は７人以上の膵癌患を、大腸癌治療は、2人以上の大腸癌患者を、卵巣癌治療医は、4人以上の卵巣癌患者を、肉腫治療医は、2人以上の肉腫患者を診療,,キャンドゥ,,Escalent,,H21P052,2021/8/1,大塚,
242,20251023-0242,腫瘍,Tumor,IDI,定性,医師,消化器外科/内科,3,FALSE,過去１ヶ月に膵癌治療医は７人以上の膵癌患を、大腸癌治療は、2人以上の大腸癌患者を、卵巣癌治療医は、4人以上の卵巣癌患者を、肉腫治療医は、2人以上の肉腫患者を診療,,キャンドゥ,,Escalent,,H21P052,2021/8/1,大塚,
243,20251023-0243,腫瘍,Tumor,IDI,定性,医師,血液・腫瘍内科,1,FALSE,過去１ヶ月に膵癌治療医は７人以上の膵癌患を、大腸癌治療は、2人以上の大腸癌患者を、卵巣癌治療医は、4人以上の卵巣癌患者を、肉腫治療医は、2人以上の肉腫患者を診療,,キャンドゥ,,Escalent,,H21P052,2021/8/1,大塚,
244,20251023-0244,軽度外傷性脳損,mTB,IDI,定性,KOL,脳神経外科講師 外傷斑責任者,1,FALSE,様々な超急性状況におけるmTBI（軽度外傷性脳損傷）の発生、プロトコル開発、初期評価に重点的に取り組むmTBI／脳震盪の専門家,,キャンドゥ,斉藤靖雄,Escalent,,H21P084,2021/12/1,大塚,
245,20251023-0245,軽度外傷性脳損,mTB,IDI,定性,KOL,外傷診療科	科長,1,FALSE,様々な超急性状況におけるmTBI（軽度外傷性脳損傷）の発生、プロトコル開発、初期評価に重点的に取り組むmTBI／脳震盪の専門家,,キャンドゥ,斉藤靖雄,Escalent,,H21P084,2021/12/1,大塚,
246,20251023-0246,軽度外傷性脳損,mTB,IDI,定性,KOL,スポーツ医学を教えている教授,1,FALSE,様々な超急性状況におけるmTBI（軽度外傷性脳損傷）の発生、プロトコル開発、初期評価に重点的に取り組むmTBI／脳震盪の専門家,,キャンドゥ,斉藤靖雄,Escalent,,H21P084,2021/12/1,大塚,
247,20251023-0247,軽度外傷性脳損,mTB,IDI,定性,KOL,調査研究を実施する研究員,1,FALSE,様々な超急性状況におけるmTBI（軽度外傷性脳損傷）の発生、プロトコル開発、初期評価に重点的に取り組むmTBI／脳震盪の専門家,,キャンドゥ,斉藤靖雄,Escalent,,H21P084,2021/12/1,大塚,
248,20251023-0248,腫瘍,Tumor,IDI,定性,医師,大腸外科/下部消化器外科,4,FALSE,過去１ヶ月に膵癌治療医は７人以上の膵癌患を、大腸癌治療は、2人以上の大腸癌患者を、卵巣癌治療医は、4人以上の卵巣癌患者を、肉腫治療医は、2人以上の肉腫患者を診療,,キャンドゥ,,Escalent,,H21P051,2021/7/1,大塚,
249,20251023-0249,腫瘍,Tumor,IDI,定性,医師,婦人科,12,FALSE,過去１ヶ月に膵癌治療医は７人以上の膵癌患を、大腸癌治療は、2人以上の大腸癌患者を、卵巣癌治療医は、4人以上の卵巣癌患者を、肉腫治療医は、2人以上の肉腫患者を診療,,キャンドゥ,,Escalent,,H21P051,2021/7/1,大塚,
250,20251023-0250,腫瘍,Tumor,IDI,定性,医師,消化器外科/内科,13,FALSE,過去１ヶ月に膵癌治療医は７人以上の膵癌患を、大腸癌治療は、2人以上の大腸癌患者を、卵巣癌治療医は、4人以上の卵巣癌患者を、肉腫治療医は、2人以上の肉腫患者を診療,,キャンドゥ,,Escalent,,H21P051,2021/7/1,大塚,
251,20251023-0251,腫瘍,Tumor,IDI,定性,医師,腫瘍内科,8,FALSE,過去１ヶ月に膵癌治療医は７人以上の膵癌患を、大腸癌治療は、2人以上の大腸癌患者を、卵巣癌治療医は、4人以上の卵巣癌患者を、肉腫治療医は、2人以上の肉腫患者を診療,,キャンドゥ,,Escalent,,H21P051,2021/7/1,大塚,
252,20251023-0252,腫瘍,Tumor,IDI,定性,医師,整形外科,5,FALSE,過去１ヶ月に膵癌治療医は７人以上の膵癌患を、大腸癌治療は、2人以上の大腸癌患者を、卵巣癌治療医は、4人以上の卵巣癌患者を、肉腫治療医は、2人以上の肉腫患者を診療,,キャンドゥ,,Escalent,,H21P051,2021/7/1,大塚,
253,20251023-0253,腫瘍,Tumor,IDI,定性,医師,肝胆膵外科/内科,3,FALSE,過去１ヶ月に膵癌治療医は７人以上の膵癌患を、大腸癌治療は、2人以上の大腸癌患者を、卵巣癌治療医は、4人以上の卵巣癌患者を、肉腫治療医は、2人以上の肉腫患者を診療,,キャンドゥ,,Escalent,,H21P051,2021/7/1,大塚,
254,20251023-0254,腫瘍,Tumor,IDI,定性,医師,腫瘍外科,2,FALSE,過去１ヶ月に膵癌治療医は７人以上の膵癌患を、大腸癌治療は、2人以上の大腸癌患者を、卵巣癌治療医は、4人以上の卵巣癌患者を、肉腫治療医は、2人以上の肉腫患者を診療,,キャンドゥ,,Escalent,,H21P051,2021/7/1,大塚,
